experiment_id,snapshot_id,scenario,configuration,window_count,metric,unit,run,value,iterations,instrument,local_artifact,notes
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",2,2.2,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",2,0,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",2,457.12,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",2,936,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",3,454.11,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",3,936,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",3,2.33,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",3,0,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",4,2.32,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",4,0,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",4,453.6,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",4,936,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",5,451.85,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",5,936,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",5,2.47,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",5,0,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",5,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",1,2105.55,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",1,2360,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",1,1,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",1,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",1,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",2,2111.63,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",2,2360,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",2,1,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",2,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",3,2089.4,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",3,2360,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",3,1,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",3,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",4,2124.93,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",4,2360,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",4,1,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen1_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen2_collections","count/run",4,0,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"elapsed","ns/op",5,2119.44,10000,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"managed_allocated","bytes/op",5,2360,10000,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",25,"gen0_collections","count/run",5,1,10000,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
