"path","ownership","subsystem","review_status","what_reviewed","related_perf_ids"
"FancyWM/Utilities/GCHelper.cs","first_party_production","settings_webview","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-018"
"FancyWM/Utilities/IMicaProvider.cs","first_party_production","mica_wallpaper","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016"
"FancyWM/Utilities/IWindowMatcher.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/KeyCode.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/KeyDescriptions.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/KeyPatternListener.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/LineWriter.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/LogFileViewer.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/LowLevelHotkey.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-016;PERF-031"
"FancyWM/Utilities/LowLevelKeyboardHook.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-016;PERF-017;PERF-031"
"FancyWM/Utilities/LowLevelKeyPatternListener.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/LowLevelMouseHook.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-016;PERF-017;PERF-031"
"FancyWM/Utilities/ModifierWindowMover.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/NotifyUnhandledObserver.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/Publishing.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/ReleaseChecker.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/ResourceProxyHost.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/SystemParameters.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/SystemWallpaper.cs","first_party_production","mica_wallpaper","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016"
"FancyWM/Utilities/Tasks.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/ThemeEngineManager.cs","first_party_production","theme_application","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-036"
"FancyWM/Utilities/ThemeEngineManager.Template.cs","first_party_production","theme_application","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-036"
"FancyWM/Utilities/TransitionTarget.cs","first_party_production","animation","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-010"
"FancyWM/Utilities/TransitionTargetGroup.cs","first_party_production","animation","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-010"
"FancyWM/Utilities/UnmanagedResourceGuard.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/UnsupportedOSVersionException.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/WinAero.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/WindowCopyDataHelper.cs","first_party_production","settings_webview","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/WindowDragger.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/WindowExtensions.cs","first_party_production","icons_native_logging","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-012;PERF-019;PERF-023"
"FancyWM/Utilities/WorkspaceExtensions.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/ViewModels/DelegateCommand.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/ViewModels/KeybindingViewModel.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/ViewModels/SettingsViewModel.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-014;PERF-025;PERF-033"
"FancyWM/ViewModels/TilingNodeViewModel.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/ViewModels/TilingOverlayViewModel.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-025;PERF-029"
"FancyWM/ViewModels/TilingPanelViewModel.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/ViewModels/TilingWindowViewModel.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-021;PERF-028"
"FancyWM/ViewModels/ViewModelBase.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-025;PERF-029"
"FancyWM/Windows/AboutWindow.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/AboutWindow.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/ErrorMessageBox.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/ErrorMessageBox.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/MessageBox.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/MessageBox.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/OverlayHost.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-011;PERF-021;PERF-026"
"FancyWM/Windows/OverlayHost.OverlayWindow.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-011;PERF-021;PERF-026"
"FancyWM/Windows/SettingsWindow.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-027;PERF-032"
"FancyWM/Windows/SettingsWindow.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-027;PERF-032"
"FancyWM/Windows/StartupWindow.xaml","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Windows/StartupWindow.xaml.cs","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/WorkspaceFloatingWindowRegistry.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"funding.yml","first_party_documentation","repository_misc","DOCUMENT_INVENTORIED","Repository documentation inventoried; no runtime code",""
"BEGIN_PROMT.md","user_untracked_baseline","repository_baseline","HASHED_NOT_EDITED","Relevant pre-existing untracked file; included in snapshot identity and intentionally not interpreted as production code",""
"CONTINUE_PROMT.md","user_untracked_baseline","repository_baseline","HASHED_NOT_EDITED","Relevant pre-existing untracked file; included in snapshot identity and intentionally not interpreted as production code",""
"IMPLEMENTATION_STATUS.md","first_party_documentation","documentation","READ_COMPLETE","Read/created as audit evidence; requirements/status not treated as optimization implementation",""
"LICENSE","first_party_documentation","repository_misc","DOCUMENT_INVENTORIED","Repository documentation inventoried; no runtime code",""
"ModernWpf","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"ModernWpf/ModernWpf/Controls/ScrollViewerEx.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"ModernWpf/ModernWpf/Controls/SimpleStackPanel.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"ModernWpf/ModernWpf/Controls/XamlControlsResources.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"ModernWpf/ModernWpf/ThemeManager.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"ModernWpf/ModernWpf/ThemeResources.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"PERFORMANCE_STATUS.md","first_party_documentation","documentation","READ_COMPLETE","Read/created as audit evidence; requirements/status not treated as optimization implementation","PERF-001;PERF-005;PERF-015"
"PERFORMANCE_TODO.md","first_party_documentation","documentation","READ_COMPLETE","Read/created as audit evidence; requirements/status not treated as optimization implementation","PERF-001;PERF-005;PERF-015"
"README.md","first_party_documentation","documentation","READ_COMPLETE","Read/created as audit evidence; requirements/status not treated as optimization implementation",""
"scripts/performance/FancyWM.PerformanceHarness.csproj","first_party_audit_harness","build_startup_packaging","AUDIT_HARNESS_REVIEWED","Isolated only; not in solution/startup/normal tests; inputs and limitations reviewed","PERF-001;PERF-005;PERF-015"
"scripts/performance/Measure-ThemeConversion.ps1","first_party_audit_harness","repository_misc","AUDIT_HARNESS_REVIEWED","Isolated only; not in solution/startup/normal tests; inputs and limitations reviewed","PERF-001;PERF-005;PERF-015"
"scripts/performance/Program.cs","first_party_audit_harness","repository_misc","AUDIT_HARNESS_REVIEWED","Isolated only; not in solution/startup/normal tests; inputs and limitations reviewed","PERF-001;PERF-005;PERF-015"
"scripts/performance/README.md","first_party_audit_harness","documentation","AUDIT_HARNESS_REVIEWED","Isolated only; not in solution/startup/normal tests; inputs and limitations reviewed","PERF-001;PERF-005;PERF-015"
"TODO.md","first_party_documentation","documentation","READ_COMPLETE","Read/created as audit evidence; requirements/status not treated as optimization implementation",""
"version.json","first_party_build_repository","build_startup_packaging","BUILD_INPUT_REVIEWED","Build/CI/repository input reviewed; relevant commands executed",""
"winman","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"winman-windows","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed",""
"winman-windows/src/WinMan.Windows.DllImports/NativeMethods.cs","third_party_pinned","native_interop_generation","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-012"
"winman-windows/src/WinMan.Windows/Windows/Win32Display.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32DisplayManager.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32VirtualDesktop.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32VirtualDesktopManager.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32VirtualDesktopService26100.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32Window.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman-windows/src/WinMan.Windows/Windows/Win32Workspace.cs","third_party_pinned","wpf_ui","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-001;PERF-002"
"winman/src/WinMan/IDisplay.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman/src/WinMan/IDisplayManager.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman/src/WinMan/IVirtualDesktop.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman/src/WinMan/IVirtualDesktopManager.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman/src/WinMan/IWindow.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
"winman/src/WinMan/IWorkspace.cs","third_party_pinned","repository_misc","BOUNDARY_REVIEWED_ONLY","Pinned SHA/API/control-flow ranges used by FancyWM; remainder of vendor not claimed reviewed","PERF-002;PERF-022"
